date,rank,song,artist,last_week,peak_rank,weeks_on_board,year,decade,mb_id,mb_title,mb_artist,mb_country,mb_date,mb_score,billboard_index,text_chunk
1979-12-22,4,Send One Your Love,Stevie Wonder,5.0,4,8,1979,1970,42c8a193-8593-4b4f-9758-bc22aeae48c5,Send One Your Love,Stevie Wonder,US,2005,100.0,1503,'Send One Your Love' by Stevie Wonder (1979). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2005. Match confidence: 100/100
1972-04-01,4,Mother And Child Reunion,Paul Simon,5.0,4,9,1972,1970,5a06409d-7a02-4366-b298-d14a3a36a91f,Mother and Child Reunion,Paul Simon,XW,2012-09-18,100.0,1504,'Mother And Child Reunion' by Paul Simon (1972). Billboard Hot 100 peak: #4. Country of origin: XW. Release date: 2012-09-18. Match confidence: 100/100
1979-07-07,4,Chuck E.'s In Love,Rickie Lee Jones,5.0,4,11,1979,1970,98a7936b-6407-4549-ba73-1f16fb077978,Chuck E.’s in Love,Rickie Lee Jones,,,100.0,1505,'Chuck E.'s In Love' by Rickie Lee Jones (1979). Billboard Hot 100 peak: #4. Match confidence: 100/100
1977-11-12,4,It's Ecstasy When You Lay Down Next To Me,Barry White,6.0,4,13,1977,1970,39aedd28-da52-462d-83c8-80eb4774588a,It's Ecstasy When You Lay Down Next to Me,Barry White,,,100.0,1506,'It's Ecstasy When You Lay Down Next To Me' by Barry White (1977). Billboard Hot 100 peak: #4. Match confidence: 100/100
1987-09-26,4,"I Heard A Rumour (From ""Disorderlies"")",Bananarama,8.0,4,11,1987,1980,,,,,,,1507,"'I Heard A Rumour (From ""Disorderlies"")' by Bananarama (1987). Billboard Hot 100 peak: #4"
1966-07-23,4,The Pied Piper,Crispian St. Peters,12.0,4,7,1966,1960,47c51f39-7823-4207-9910-72cc95bf209a,The Pied Piper,Crispian St. Peters,BE,,100.0,1508,'The Pied Piper' by Crispian St. Peters (1966). Billboard Hot 100 peak: #4. Country of origin: BE. Match confidence: 100/100
1974-12-21,72,Tin Man,America,55.0,4,18,1974,1970,9b08ba79-68e6-46dc-a9f2-dbe84fd90512,Tin Man,America,,,100.0,1509,'Tin Man' by America (1974). Billboard Hot 100 peak: #4. Match confidence: 100/100
1974-12-07,78,The Bitch Is Back,Elton John,72.0,4,14,1974,1970,2491bb9f-6f18-4ca6-8d9a-846e9a9612a6,The Bitch Is Back,Elton John,US,2008-10-28,100.0,1510,'The Bitch Is Back' by Elton John (1974). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2008-10-28. Match confidence: 100/100
1959-11-30,80,('til) I Kissed You,The Everly Brothers,45.0,4,16,1959,1950,b32b3240-2bc2-44dd-aab1-e3e553dd9b6a,(’Til) I Kissed You,The Everly Brothers,XE,1993,100.0,1511,'('til) I Kissed You' by The Everly Brothers (1959). Billboard Hot 100 peak: #4. Country of origin: XE. Release date: 1993. Match confidence: 100/100
1967-04-29,26,There's A Kind Of Hush,Herman's Hermits,22.0,4,12,1967,1960,369f2ed9-6cb3-428f-a25c-ea7fcc66b3b3,There’s a Kind of Hush,Herman’s Hermits,FR,1994-09-28,100.0,1512,'There's A Kind Of Hush' by Herman's Hermits (1967). Billboard Hot 100 peak: #4. Country of origin: FR. Release date: 1994-09-28. Match confidence: 100/100
1965-11-20,4,Rescue Me,Fontella Bass,6.0,4,8,1965,1960,081227f8-b2a7-4bce-ae74-a641e940d9d8,Rescue Me,Fontella Bass,GB,2014,100.0,1513,'Rescue Me' by Fontella Bass (1965). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2014. Match confidence: 100/100
1975-11-29,4,The Way I Want To Touch You,Captain & Tennille,5.0,4,10,1975,1970,8ece117a-f1e6-4a3e-be14-6b231bcc04a9,The Way I Want to Touch You,Captain & Tennille,AU,,100.0,1514,'The Way I Want To Touch You' by Captain & Tennille (1975). Billboard Hot 100 peak: #4. Country of origin: AU. Match confidence: 100/100
1959-07-13,4,Waterloo,Stonewall Jackson,6.0,4,8,1959,1950,7c7f0d26-cafa-4f8c-b668-8e44b38a2abd,Waterloo,Stonewall Jackson,US,2009,100.0,1515,'Waterloo' by Stonewall Jackson (1959). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2009. Match confidence: 100/100
1972-12-02,23,"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,12.0,4,16,1972,1970,,,,,,,1516,"'Freddie's Dead (Theme From ""Superfly"")' by Curtis Mayfield (1972). Billboard Hot 100 peak: #4"
1962-04-07,51,Break It To Me Gently,Brenda Lee,26.0,4,13,1962,1960,da921977-0d07-46f7-ae8b-cdfaea88378a,Break It to Me Gently,Brenda Lee,US,2003,100.0,1517,'Break It To Me Gently' by Brenda Lee (1962). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2003. Match confidence: 100/100
1974-11-09,98,Beach Baby,First Class,52.0,4,17,1974,1970,123d5633-7597-4859-97e1-eebc67bdaabc,Beach Baby,First Class,NL,2006,100.0,1518,'Beach Baby' by First Class (1974). Billboard Hot 100 peak: #4. Country of origin: NL. Release date: 2006. Match confidence: 100/100
1977-12-03,4,"Baby, What A Big Surprise",Chicago,5.0,4,11,1977,1970,f1fe6912-d6bd-4a5e-b5e0-66cd7f5d7290,Baby What a Big Surprise,Chicago,,,100.0,1519,"'Baby, What A Big Surprise' by Chicago (1977). Billboard Hot 100 peak: #4. Match confidence: 100/100"
1969-08-30,4,Put A Little Love In Your Heart,Jackie DeShannon,6.0,4,10,1969,1960,bedbd1cd-20a8-478c-8b03-36cd61226fe6,Put a Little Love in Your Heart,Jackie DeShannon,AU,2005,100.0,1520,'Put A Little Love In Your Heart' by Jackie DeShannon (1969). Billboard Hot 100 peak: #4. Country of origin: AU. Release date: 2005. Match confidence: 100/100
1988-06-25,4,Make It Real,The Jets,5.0,4,11,1988,1980,e65ffbf8-7d6b-4ddc-ac74-c62e30e90e5e,Make It Real,The Jets,,,100.0,1521,'Make It Real' by The Jets (1988). Billboard Hot 100 peak: #4. Match confidence: 100/100
1987-03-21,97,Land Of Confusion,Genesis,89.0,4,21,1987,1980,5724d3c2-86b9-4c4d-83e0-c619f6f0ccd6,Land of Confusion,Genesis,XE,1998,100.0,1522,'Land Of Confusion' by Genesis (1987). Billboard Hot 100 peak: #4. Country of origin: XE. Release date: 1998. Match confidence: 100/100
1978-07-29,100,Feels So Good,Chuck Mangione,73.0,4,25,1978,1970,c0e91be3-06b6-4b3d-b9c3-e14b5c4e6252,Feels So Good,Chuck Mangione,US,2002,100.0,1523,'Feels So Good' by Chuck Mangione (1978). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2002. Match confidence: 100/100
1974-10-12,57,I'm Leaving It (All) Up To You,Donny & Marie Osmond,41.0,4,15,1974,1970,ea332f3b-1f01-4ce0-baea-25af3a27df46,I’m Leaving It All Up to You,Donny & Marie Osmond,GB,2008-06-16,100.0,1524,'I'm Leaving It (All) Up To You' by Donny & Marie Osmond (1974). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2008-06-16. Match confidence: 100/100
1990-11-10,95,Have You Seen Her,M.C. Hammer,85.0,4,20,1990,1990,d9e77227-81b4-4647-84eb-53dd0b67d523,Have You Seen Her,MC Hammer,NL,2000,100.0,1525,'Have You Seen Her' by M.C. Hammer (1990). Billboard Hot 100 peak: #4. Country of origin: NL. Release date: 2000. Match confidence: 100/100
1982-08-14,98,Heat Of The Moment,Asia,91.0,4,18,1982,1980,f11ae98b-8da2-4b9c-9a15-29044c526b05,Heat of the Moment,Asia,DE,2002,100.0,1526,'Heat Of The Moment' by Asia (1982). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 2002. Match confidence: 100/100
1976-08-28,100,"More, More, More Pt. 1",Andrea True Connection,49.0,4,25,1976,1970,a4e13a2d-f197-44f6-a9f2-c47194271d28,"More, More, More, Pt. 1 (“A Tom Moulton mix”)",Andrea True Connection,CA,2005,100.0,1527,"'More, More, More Pt. 1' by Andrea True Connection (1976). Billboard Hot 100 peak: #4. Country of origin: CA. Release date: 2005. Match confidence: 100/100"
1985-08-17,97,Suddenly,Billy Ocean,89.0,4,22,1985,1980,bae33797-b328-4458-b8fc-eec714304519,Suddenly,Billy Ocean,,,100.0,1528,'Suddenly' by Billy Ocean (1985). Billboard Hot 100 peak: #4. Match confidence: 100/100
1979-11-10,97,Don't Bring Me Down,Electric Light Orchestra,73.0,4,15,1979,1970,b02b4f44-31b1-4ac1-ab4f-e5af6f3ab37f,Don’t Bring Me Down,Electric Light Orchestra,AU,2005,100.0,1529,'Don't Bring Me Down' by Electric Light Orchestra (1979). Billboard Hot 100 peak: #4. Country of origin: AU. Release date: 2005. Match confidence: 100/100
1978-10-07,4,Don't Look Back,Boston,6.0,4,8,1978,1970,7c23de0f-a83c-4b7f-86c5-6e2b0e0c36e9,Don’t Look Back,Boston,NL,1996,100.0,1530,'Don't Look Back' by Boston (1978). Billboard Hot 100 peak: #4. Country of origin: NL. Release date: 1996. Match confidence: 100/100
1977-12-24,4,(Every Time I Turn Around) Back In Love Again,LTD,6.0,4,11,1977,1970,2bfeab3c-f807-446d-a374-c38890120313,(Every Time I Turn Around) Back in Love Again,L.T.D.,US,1988,100.0,1531,'(Every Time I Turn Around) Back In Love Again' by LTD (1977). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1988. Match confidence: 100/100
1982-08-07,96,The Other Woman,Ray Parker Jr.,67.0,4,21,1982,1980,2fa3b9cb-731b-4171-a3e6-7bd2c29416b8,The Other Woman,Ray Parker Jr.,US,2012-05-22,100.0,1532,'The Other Woman' by Ray Parker Jr. (1982). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2012-05-22. Match confidence: 100/100
1973-07-28,4,Smoke On The Water,Deep Purple,7.0,4,10,1973,1970,de0ce274-3572-4302-ad17-65882bbec191,Smoke on the Water,Deep Purple,AR,2015,100.0,1533,'Smoke On The Water' by Deep Purple (1973). Billboard Hot 100 peak: #4. Country of origin: AR. Release date: 2015. Match confidence: 100/100
1964-10-24,38,G.T.O.,Ronny And The Daytonas,19.0,4,13,1964,1960,d69f3ff7-3980-4566-a348-6a567e970522,G.T.O.,Ronny & the Daytonas,US,2001,100.0,1534,'G.T.O.' by Ronny And The Daytonas (1964). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2001. Match confidence: 100/100
1983-07-09,4,Never Gonna Let You Go,Sergio Mendes,5.0,4,13,1983,1980,c1e1d55a-a18f-4474-8bde-498bcfa3fa28,Never Gonna Let You Go,Sérgio Mendes,US,2001-04-10,100.0,1535,'Never Gonna Let You Go' by Sergio Mendes (1983). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2001-04-10. Match confidence: 100/100
1963-03-02,40,Loop De Loop,Johnny Thunder,19.0,4,11,1963,1960,48ff7e3b-afce-4b70-b5a3-52e69e04fde6,Loop de Loop,Johnny Thunder,CA,1996,100.0,1536,'Loop De Loop' by Johnny Thunder (1963). Billboard Hot 100 peak: #4. Country of origin: CA. Release date: 1996. Match confidence: 100/100
1974-09-14,97,Rikki Don't Lose That Number,Steely Dan,70.0,4,19,1974,1970,fd91da28-c124-4d3d-9a41-cff908d4963d,Rikki Don’t Lose That Number,Steely Dan,XW,2023-07-28,100.0,1537,'Rikki Don't Lose That Number' by Steely Dan (1974). Billboard Hot 100 peak: #4. Country of origin: XW. Release date: 2023-07-28. Match confidence: 100/100
1970-11-28,22,All Right Now,Free,14.0,4,16,1970,1970,00abbce5-4c02-4e44-9aa8-334fe9c75820,All Right Now,Free,DE,2009,100.0,1538,'All Right Now' by Free (1970). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 2009. Match confidence: 100/100
1988-01-16,93,Little Lies,Fleetwood Mac,74.0,4,21,1988,1980,6d2a7fd9-3103-46ca-b0ef-7547fb9e6a2d,Little Lies,Fleetwood Mac,DE,1994,100.0,1539,'Little Lies' by Fleetwood Mac (1988). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 1994. Match confidence: 100/100
1960-09-05,4,Volare,Bobby Rydell,5.0,4,8,1960,1960,bebee823-d885-48ca-b77a-69be91114dbd,Volare,Bobby Rydell,AU,,100.0,1540,'Volare' by Bobby Rydell (1960). Billboard Hot 100 peak: #4. Country of origin: AU. Match confidence: 100/100
1963-01-19,4,Tell Him,The Exciters,6.0,4,8,1963,1960,fc53be7d-9fd4-48df-9ada-4cfae8a43f12,Tell Him,The Exciters,,,100.0,1541,'Tell Him' by The Exciters (1963). Billboard Hot 100 peak: #4. Match confidence: 100/100
1974-08-31,97,Be Thankful For What You Got,William DeVaughn,79.0,4,18,1974,1970,f6723fa5-decc-405b-8da1-34e5561fd4bb,Be Thankful for What You Got,William DeVaughn,GB,2005,100.0,1542,'Be Thankful For What You Got' by William DeVaughn (1974). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2005. Match confidence: 100/100
1976-08-14,84,Shop Around,Captain & Tennille,62.0,4,16,1976,1970,6b92f209-4ce4-45d8-a603-ac301130aa21,Shop Around,Captain & Tennille,AU,2000,100.0,1543,'Shop Around' by Captain & Tennille (1976). Billboard Hot 100 peak: #4. Country of origin: AU. Release date: 2000. Match confidence: 100/100
1982-07-24,96,867-5309/jenny,Tommy Tutone,87.0,4,27,1982,1980,24dbd584-8eab-48d4-8104-d284c933ebde,867-5309/Jenny,Tommy Tutone,US,2006-05-30,100.0,1544,'867-5309/jenny' by Tommy Tutone (1982). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2006-05-30. Match confidence: 100/100
1961-09-25,44,You Don't Know What You've Got (Until You Lose It),Ral Donner,11.0,4,12,1961,1960,752022f0-2606-48ef-9a05-b75ca49e97fa,You Don’t Know What You’ve Got (Until You Lose It),Ral Donner,XE,2012,100.0,1545,'You Don't Know What You've Got (Until You Lose It)' by Ral Donner (1961). Billboard Hot 100 peak: #4. Country of origin: XE. Release date: 2012. Match confidence: 100/100
1972-05-27,4,Look What You Done For Me,Al Green,5.0,4,9,1972,1970,017ee9fa-8d9d-4a51-82d1-47420fa9e402,Look What You Done for Me,Al Green,US,1972,100.0,1546,'Look What You Done For Me' by Al Green (1972). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1972. Match confidence: 100/100
1978-01-14,4,You're In My Heart (The Final Acclaim),Rod Stewart,9.0,4,12,1978,1970,8a92bb96-7299-4f28-92b5-d1ae92d8409b,You’re in My Heart (The Final Acclaim),Rod Stewart,CL,2014-02-27,100.0,1547,'You're In My Heart (The Final Acclaim)' by Rod Stewart (1978). Billboard Hot 100 peak: #4. Country of origin: CL. Release date: 2014-02-27. Match confidence: 100/100
1983-08-06,4,Is There Something I Should Know,Duran Duran,5.0,4,10,1983,1980,740fd51d-7114-4dfc-8ef9-f03d767f5673,Is There Something I Should Know?,Duran Duran,,,100.0,1548,'Is There Something I Should Know' by Duran Duran (1983). Billboard Hot 100 peak: #4. Match confidence: 100/100
1971-07-17,4,Don't Pull Your Love,"Hamilton, Joe Frank & Reynolds",5.0,4,9,1971,1970,d43a4a96-0e71-4e67-9d30-cc7bf11ec9ac,Don’t Pull Your Love,"Hamilton, Joe Frank & Reynolds",US,1972,100.0,1549,"'Don't Pull Your Love' by Hamilton, Joe Frank & Reynolds (1971). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1972. Match confidence: 100/100"
1982-02-27,4,Shake It Up,The Cars,5.0,4,15,1982,1980,a3ac0432-ed69-40dc-b4b2-384f520fe4e3,Shake It Up,The Cars,,,100.0,1550,'Shake It Up' by The Cars (1982). Billboard Hot 100 peak: #4. Match confidence: 100/100
1976-08-07,96,Sara Smile,Daryl Hall John Oates,55.0,4,28,1976,1970,,,,,,,1551,'Sara Smile' by Daryl Hall John Oates (1976). Billboard Hot 100 peak: #4
1974-07-20,85,The Show Must Go On,Three Dog Night,73.0,4,19,1974,1970,002b3ba9-c550-4b79-8dee-7571150da716,The Show Must Go On,Three Dog Night,US,1975-09-04,100.0,1552,'The Show Must Go On' by Three Dog Night (1974). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1975-09-04. Match confidence: 100/100
1983-09-03,4,Puttin' On The Ritz,Taco,5.0,4,11,1983,1980,1ffb811d-5760-44eb-9c72-a2dadc7c2efa,Puttin’ On the Ritz,Taco,US,2002-07-02,100.0,1553,'Puttin' On The Ritz' by Taco (1983). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2002-07-02. Match confidence: 100/100
1984-03-31,97,I Guess That's Why They Call It The Blues,Elton John,93.0,4,23,1984,1980,3278a33e-ec76-441c-b4bb-ea40fece84fe,I Guess That’s Why They Call It the Blues,Elton John,US,2008-10-28,100.0,1554,'I Guess That's Why They Call It The Blues' by Elton John (1984). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2008-10-28. Match confidence: 100/100
1972-06-24,4,Nice To Be With You,Gallery,5.0,4,18,1972,1970,f48defef-09b8-4988-bdcb-a567a20fb506,Nice to Be With You,Gallery,,,100.0,1555,'Nice To Be With You' by Gallery (1972). Billboard Hot 100 peak: #4. Match confidence: 100/100
1977-04-30,93,Night Moves,Bob Seger & The Silver Bullet Band,81.0,4,21,1977,1970,af7150d1-0817-497b-816f-b1052d793a99,Night Moves,Bob Seger & the Silver Bullet Band,US,1989,100.0,1556,'Night Moves' by Bob Seger & The Silver Bullet Band (1977). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1989. Match confidence: 100/100
1971-04-24,23,Proud Mary,Ike & Tina Turner,11.0,4,13,1971,1970,3903ea40-ac51-4b03-93f5-a41804853966,Proud Mary,Ike & Tina Turner,XE,2016,100.0,1557,'Proud Mary' by Ike & Tina Turner (1971). Billboard Hot 100 peak: #4. Country of origin: XE. Release date: 2016. Match confidence: 100/100
1988-08-13,4,Sign Your Name,Terence Trent D'Arby,5.0,4,12,1988,1980,32fee5f8-c7a2-4bf4-8c00-c862bb64de57,Sign Your Name,Terence Trent D’Arby,ZA,2004,100.0,1558,'Sign Your Name' by Terence Trent D'Arby (1988). Billboard Hot 100 peak: #4. Country of origin: ZA. Release date: 2004. Match confidence: 100/100
1968-10-19,29,Hush,Deep Purple,16.0,4,10,1968,1960,0f0d38bf-492e-486a-a4d5-5ea970aafa26,Hush,Deep Purple,JP,2007-07-18,100.0,1559,'Hush' by Deep Purple (1968). Billboard Hot 100 peak: #4. Country of origin: JP. Release date: 2007-07-18. Match confidence: 100/100
1970-09-19,4,Patches,Clarence Carter,6.0,4,10,1970,1970,cba374ec-6e01-40e1-92f8-b3aa82648da7,Patches,Clarence Carter,US,1970,100.0,1560,'Patches' by Clarence Carter (1970). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1970. Match confidence: 100/100
1988-11-19,92,One Good Woman,Peter Cetera,80.0,4,18,1988,1980,fac43433-edf6-4048-a373-2842d18cf685,One Good Woman,Peter Cetera,,,100.0,1561,'One Good Woman' by Peter Cetera (1988). Billboard Hot 100 peak: #4. Match confidence: 100/100
1988-11-19,83,Don't Be Cruel,Cheap Trick,51.0,4,17,1988,1980,9b3da9c9-8adf-4de1-aad2-84a49bfc0278,Don’t Be Cruel,Cheap Trick,ZA,2002,100.0,1562,'Don't Be Cruel' by Cheap Trick (1988). Billboard Hot 100 peak: #4. Country of origin: ZA. Release date: 2002. Match confidence: 100/100
1974-05-18,35,The Lord's Prayer,Sister Janet Mead,33.0,4,13,1974,1970,f4a5c955-abac-4a93-8d7e-46554a87d2d6,The Lord’s Prayer,Sister Janet Mead,AU,2003,100.0,1563,'The Lord's Prayer' by Sister Janet Mead (1974). Billboard Hot 100 peak: #4. Country of origin: AU. Release date: 2003. Match confidence: 100/100
1983-10-08,4,True,Spandau Ballet,7.0,4,10,1983,1980,88c423c7-e7a5-4c57-8203-a520b1c985e0,True,Spandau Ballet,US,2004,100.0,1564,'True' by Spandau Ballet (1983). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2004. Match confidence: 100/100
1976-03-13,4,Take It To The Limit,Eagles,5.0,4,13,1976,1970,6ebc57a1-10d8-4aac-b5ea-2e613ab64d3d,Take It to the Limit,Eagles,TH,,100.0,1565,'Take It To The Limit' by Eagles (1976). Billboard Hot 100 peak: #4. Country of origin: TH. Match confidence: 100/100
1973-10-13,4,Higher Ground,Stevie Wonder,5.0,4,9,1973,1970,87842883-3f5c-43f7-b12a-a971377497a8,Higher Ground,Stevie Wonder,US,1997,100.0,1566,'Higher Ground' by Stevie Wonder (1973). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1997. Match confidence: 100/100
1982-03-20,4,That Girl,Stevie Wonder,5.0,4,10,1982,1980,7f6c06cd-6967-46e3-8a5e-284228e87dda,That Girl,Stevie Wonder,XW,,100.0,1567,'That Girl' by Stevie Wonder (1982). Billboard Hot 100 peak: #4. Country of origin: XW. Match confidence: 100/100
1986-09-06,98,No One Is To Blame,Howard Jones,93.0,4,22,1986,1980,9b02dad5-7f0e-481c-962c-65b2d116ae34,No One Is to Blame,Howard Jones,XE,1996,100.0,1568,'No One Is To Blame' by Howard Jones (1986). Billboard Hot 100 peak: #4. Country of origin: XE. Release date: 1996. Match confidence: 100/100
1959-06-15,9,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,7.0,4,9,1959,1950,bed8c69d-db93-4cb8-ba80-5c413c5287c9,Kookie Kookie (Lend Me Your Comb),Edward Byrnes,XE,2019,100.0,1569,"'Kookie, Kookie (Lend Me Your Comb)' by Edward Byrnes & Connie Stevens (1959). Billboard Hot 100 peak: #4. Country of origin: XE. Release date: 2019. Match confidence: 100/100"
1967-01-28,32,That's Life,Frank Sinatra,19.0,4,11,1967,1960,51ec500b-3210-4897-a86c-e2054d8b08ec,That's Life,Frank Sinatra,,,100.0,1570,'That's Life' by Frank Sinatra (1967). Billboard Hot 100 peak: #4. Match confidence: 100/100
1989-12-23,28,Angelia,Richard Marx,14.0,4,12,1989,1980,b2ed9c75-b4ae-4ce4-b1c6-e613a18bb33a,Angelia,Richard Marx,DE,1994,100.0,1571,'Angelia' by Richard Marx (1989). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 1994. Match confidence: 100/100
1989-06-03,4,Patience,Guns N' Roses,5.0,4,9,1989,1980,859b971f-9249-4298-ba31-3e86f2f494bd,Patience,Guns N’ Roses,DE,2009,100.0,1572,'Patience' by Guns N' Roses (1989). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 2009. Match confidence: 100/100
